col,pp_bus,built_node_id,kv,lat,lon
0,0,hokkaido_jct_41.1863:141.3861:500,500.0,41.18635,141.38613
1,1,hokkaido_jct_41.2462:141.1327:66,66.0,41.24621,141.13268
2,2,hokkaido_jct_41.2898:141.1829:66,66.0,41.28982,141.1829
3,3,hokkaido_jct_41.4471:140.8899:66,66.0,41.44708,140.88993
4,4,hokkaido_jct_41.2035:140.9964:66,66.0,41.20354,140.99636
5,5,hokkaido_jct_41.4714:140.9129:66,66.0,41.47137,140.91285
6,6,hokkaido_jct_41.337:141.2024:66,66.0,41.33696,141.2024
7,7,hokkaido_jct_41.1881:141.31:154,154.0,41.18808,141.30998
8,8,hokkaido_sub_1@154,154.0,41.41063,141.44214
9,9,hokkaido_sub_1@66,66.0,41.41063,141.44214
10,10,hokkaido_sub_23,66.0,41.46523,140.88999
11,11,hokkaido_sub_30@154,154.0,41.30572,141.19351
12,12,hokkaido_sub_30@66,66.0,41.30572,141.19351
13,13,hokkaido_sub_61,66.0,41.46118,140.8871
14,14,hokkaido_sub_62,66.0,41.39963,141.15657
15,15,hokkaido_sub_63@154,154.0,41.35383,141.34125
16,16,hokkaido_sub_63@66,66.0,41.35383,141.34125
17,17,hokkaido_sub_67,66.0,41.50811,140.91146
18,18,hokkaido_sub_73@154,154.0,41.37949,141.40299
19,19,hokkaido_sub_73@66,66.0,41.37949,141.40299
20,20,hokkaido_sub_74@154,154.0,41.3768,141.40013
21,21,hokkaido_sub_74@66,66.0,41.3768,141.40013
22,22,hokkaido_sub_75@500,500.0,41.50864,140.91221
23,23,hokkaido_sub_75@66,66.0,41.50864,140.91221
24,24,hokkaido_sub_82,66.0,41.50814,140.91138
25,25,hokkaido_sub_83,66.0,41.50618,140.916
26,26,tohoku_jct_38.0553:139.3451:66,66.0,38.05531,139.34505
27,27,tohoku_jct_38.0217:139.3892:66,66.0,38.02173,139.38924
28,28,tohoku_jct_38.1266:139.4659:66,66.0,38.12663,139.46594
29,29,tohoku_jct_38.0653:139.7254:66,66.0,38.0653,139.72536
30,32,tohoku_jct_36.5817:139.2258:500,500.0,36.58171,139.22583
31,33,tohoku_jct_36.9325:140.0466:154,154.0,36.93246,140.04661
32,34,tohoku_jct_36.7616:139.9607:154,154.0,36.76156,139.96066
33,35,tohoku_jct_36.6061:139.9659:154,154.0,36.60605,139.96589
34,36,tohoku_jct_36.8777:140.0304:66,66.0,36.87766,140.0304
35,37,tohoku_jct_36.8786:140.0454:66,66.0,36.87862,140.04544
36,38,tohoku_jct_37.4673:140.0122:154,154.0,37.46733,140.01223
37,39,tohoku_jct_37.1305:140.1822:154,154.0,37.13048,140.18221
38,40,tohoku_jct_37.0583:140.1155:154,154.0,37.05831,140.11547
39,41,tohoku_jct_37.7963:139.0842:66,66.0,37.79627,139.08415
40,42,tohoku_jct_37.9052:139.1754:154,154.0,37.90524,139.17542
41,43,tohoku_jct_37.7518:138.8921:66,66.0,37.75181,138.89213
42,44,tohoku_jct_37.7964:139.0784:66,66.0,37.79635,139.07842
43,45,tohoku_jct_37.8987:139.0256:66,66.0,37.89867,139.02559
44,46,tohoku_jct_37.9242:139.2301:66,66.0,37.92416,139.23014
45,48,tohoku_jct_36.7125:139.8339:500,500.0,36.71247,139.83385
46,49,tohoku_jct_37.4699:138.9004:154,154.0,37.46995,138.90036
47,50,tohoku_jct_37.4428:138.8671:154,154.0,37.44277,138.86709
48,51,tohoku_jct_37.3802:139.0457:154,154.0,37.38016,139.04566
49,52,tohoku_jct_36.8479:139.9674:66,66.0,36.84786,139.96738
50,53,tohoku_jct_36.9156:140.0207:66,66.0,36.91556,140.02066
51,55,tohoku_jct_37.5626:139.0147:154,154.0,37.56259,139.01466
52,56,tohoku_jct_37.5641:139.0156:154,154.0,37.56411,139.01561
53,57,tohoku_jct_37.6505:139.1157:154,154.0,37.65053,139.1157
54,58,tohoku_jct_37.5583:139.7653:154,154.0,37.55834,139.76535
55,59,tohoku_jct_37.5748:139.8635:154,154.0,37.57483,139.86349
56,60,tohoku_jct_37.5613:139.969:66,66.0,37.56131,139.969
57,61,tohoku_jct_37.4357:139.9126:66,66.0,37.43572,139.91256
58,62,tohoku_jct_37.3513:139.9184:66,66.0,37.35131,139.91843
59,63,tohoku_jct_37.5152:139.907:66,66.0,37.51525,139.90698
60,64,tohoku_jct_37.496:139.9018:66,66.0,37.49596,139.90177
61,65,tohoku_jct_37.4917:139.9024:66,66.0,37.49171,139.90244
62,66,tohoku_jct_37.5513:139.8292:66,66.0,37.55127,139.82924
63,67,tohoku_jct_37.5282:139.9213:66,66.0,37.52821,139.92131
64,68,tohoku_jct_37.5389:139.9207:66,66.0,37.53893,139.92072
65,69,tohoku_jct_37.5438:139.9489:66,66.0,37.54384,139.94887
66,70,tohoku_jct_37.5525:139.9448:66,66.0,37.55253,139.94484
67,71,tohoku_jct_37.4406:139.6936:66,66.0,37.44062,139.69363
68,72,tohoku_jct_37.196:138.8515:275,275.0,37.19598,138.85154
69,73,tohoku_jct_37.4052:139.4488:154,154.0,37.40517,139.44875
70,74,tohoku_jct_37.2181:139.2242:275,275.0,37.21814,139.22415
71,75,tohoku_jct_37.3764:139.3964:275,275.0,37.37643,139.39636
72,76,tohoku_jct_37.3295:139.3073:275,275.0,37.32949,139.30729
73,77,tohoku_jct_37.1549:139.2485:275,275.0,37.15491,139.24846
74,78,tohoku_jct_37.3094:139.904:66,66.0,37.30944,139.90395
75,79,tohoku_jct_37.0123:139.6674:500,500.0,37.01226,139.66736
76,80,tohoku_jct_36.8292:139.6734:500,500.0,36.82922,139.67343
77,81,tohoku_jct_36.7166:139.8201:500,500.0,36.71657,139.82014
78,82,tohoku_jct_37.0677:139.261:275,275.0,37.06772,139.26098
79,83,tohoku_jct_36.5783:139.2251:275,275.0,36.57833,139.22511
80,84,tohoku_jct_37.5463:139.9526:66,66.0,37.54631,139.95263
81,85,tohoku_jct_37.4557:139.5993:275,275.0,37.45565,139.59925
82,86,tohoku_jct_37.4717:139.545:154,154.0,37.47174,139.54503
83,87,tohoku_jct_37.6308:139.896:66,66.0,37.63082,139.89598
84,88,tohoku_jct_37.6751:139.8871:66,66.0,37.67508,139.88706
85,89,tohoku_jct_37.6079:139.9054:66,66.0,37.6079,139.90542
86,90,tohoku_jct_37.5817:140.1143:154,154.0,37.58171,140.11432
87,91,tohoku_jct_37.6103:140.1216:154,154.0,37.61026,140.12155
88,92,tohoku_jct_37.6604:140.1092:154,154.0,37.66036,140.10922
89,93,tohoku_jct_37.619:139.6851:154,154.0,37.61902,139.68511
90,94,tohoku_jct_37.5633:139.7633:154,154.0,37.56335,139.76333
91,95,tohoku_jct_37.6155:139.6741:66,66.0,37.61546,139.67414
92,96,tohoku_jct_37.4837:139.9078:66,66.0,37.48371,139.90776
93,97,tohoku_jct_37.4854:139.9066:66,66.0,37.48542,139.90657
94,98,tohoku_jct_37.4839:139.9068:66,66.0,37.48387,139.90678
95,103,tohoku_jct_37.6277:138.9904:66,66.0,37.62774,138.99045
96,104,tohoku_jct_37.6747:139.045:66,66.0,37.67467,139.04505
97,105,tohoku_jct_37.3132:139.4461:154,154.0,37.31318,139.44607
98,108,tohoku_jct_36.9935:139.8643:500,500.0,36.99352,139.86426
99,111,tohoku_jct_37.5635:139.0135:154,154.0,37.56352,139.0135
100,113,tohoku_jct_37.3354:139.3023:275,275.0,37.33537,139.30229
101,114,tohoku_jct_37.7043:139.129:66,66.0,37.70429,139.12896
102,115,tohoku_jct_38.0583:139.4149:66,66.0,38.0583,139.41485
103,116,tohoku_jct_38.2343:139.5825:66,66.0,38.23427,139.58248
104,117,tohoku_jct_38.0719:139.5737:154,154.0,38.07193,139.57372
105,118,tohoku_jct_37.7302:139.2808:154,154.0,37.73024,139.28076
106,119,tohoku_jct_37.7198:139.3224:154,154.0,37.71985,139.32244
107,120,tohoku_jct_37.6288:139.73:66,66.0,37.62879,139.73004
108,121,tohoku_jct_37.7254:139.564:66,66.0,37.72538,139.56399
109,122,tohoku_jct_36.7951:139.8889:66,66.0,36.79509,139.88887
110,123,tohoku_jct_36.8364:139.966:66,66.0,36.83638,139.96602
111,124,tohoku_jct_36.8466:139.9837:66,66.0,36.84656,139.98373
112,125,tohoku_jct_36.8792:140.018:66,66.0,36.87915,140.01803
113,126,tohoku_jct_37.5102:139.9473:66,66.0,37.51017,139.94729
114,127,tohoku_jct_37.5415:139.8702:154,154.0,37.54151,139.87018
115,128,tohoku_jct_37.5437:139.8759:154,154.0,37.54365,139.87594
116,129,tohoku_jct_36.7255:139.225:154,154.0,36.72555,139.22497
117,130,tohoku_jct_36.9102:139.0558:275,275.0,36.91016,139.05577
118,131,tohoku_jct_36.7155:138.8442:275,275.0,36.71545,138.84416
119,132,tohoku_jct_36.7168:138.9795:154,154.0,36.71679,138.97952
120,133,tohoku_jct_37.0574:139.9118:275,275.0,37.05737,139.91177
121,134,tohoku_jct_36.7685:139.8406:275,275.0,36.76847,139.84061
122,135,tohoku_jct_36.8769:139.7059:66,66.0,36.87691,139.70595
123,136,tohoku_jct_36.9849:139.8931:66,66.0,36.98486,139.89312
124,137,tohoku_jct_37.0519:139.9282:66,66.0,37.05187,139.92822
125,138,tohoku_jct_36.9858:139.8928:66,66.0,36.98578,139.89278
126,139,tohoku_jct_36.9537:139.908:66,66.0,36.95372,139.90805
127,140,tohoku_jct_36.939:139.9497:66,66.0,36.93895,139.94969
128,141,tohoku_jct_36.936:139.9515:66,66.0,36.93597,139.9515
129,142,tohoku_jct_36.9243:139.9584:66,66.0,36.92433,139.95836
130,143,tohoku_jct_36.9543:139.8891:66,66.0,36.95432,139.88907
131,144,tohoku_jct_36.9174:139.9514:66,66.0,36.91737,139.95138
132,145,tohoku_jct_36.8926:140.0022:66,66.0,36.89257,140.00222
133,146,tohoku_jct_37.604:139.8876:66,66.0,37.60399,139.88763
134,147,tohoku_jct_36.8328:139.6699:500,500.0,36.83284,139.66987
135,150,tohoku_jct_37.2164:139.2107:275,275.0,37.21637,139.21073
136,151,tohoku_jct_37.0712:139.2682:275,275.0,37.07123,139.26818
137,153,tohoku_jct_36.8853:139.9957:66,66.0,36.8853,139.99573
138,154,tohoku_jct_38.0598:139.579:66,66.0,38.05984,139.57902
139,155,tohoku_jct_38.0396:139.6847:66,66.0,38.03963,139.68475
140,156,tohoku_jct_38.0387:139.8247:66,66.0,38.03873,139.82465
141,157,tohoku_jct_37.0704:139.918:66,66.0,37.07042,139.91799
142,158,tohoku_jct_37.0542:139.8989:66,66.0,37.05423,139.89889
143,159,tohoku_jct_38.28:140.0223:66,66.0,38.28002,140.02231
144,160,tohoku_jct_37.7135:139.5587:66,66.0,37.71353,139.55866
145,161,tohoku_jct_37.7684:139.65:66,66.0,37.76837,139.65001
146,162,tohoku_jct_36.811:139.6324:66,66.0,36.81102,139.63241
147,163,tohoku_jct_36.7686:139.6795:66,66.0,36.76865,139.67946
148,168,tohoku_jct_37.3177:139.0342:154,154.0,37.31772,139.03421
149,169,tohoku_jct_37.9969:140.0093:66,66.0,37.99687,140.00934
150,173,tohoku_jct_37.4467:139.9115:66,66.0,37.44668,139.91148
151,174,tohoku_jct_37.4469:139.904:66,66.0,37.44686,139.90403
152,177,tohoku_jct_37.909:139.3379:0,275.0,37.90902,139.33786
153,178,tohoku_jct_37.9084:139.3377:0,66.0,37.90842,139.33774
154,179,tohoku_jct_37.841:139.2236:66,66.0,37.841,139.22365
155,182,tohoku_jct_37.73:139.3218:154,154.0,37.73004,139.32179
156,183,tohoku_jct_37.8416:139.223:0,154.0,37.84159,139.22295
157,185,tohoku_jct_37.644:139.2921:154,154.0,37.64398,139.29209
158,186,tohoku_jct_37.3887:139.3846:275,275.0,37.3887,139.3846
159,187,tohoku_jct_38.0765:139.5975:66,66.0,38.07647,139.5975
160,188,tohoku_jct_37.9749:139.925:66,66.0,37.9749,139.92499
161,189,tohoku_jct_37.699:138.9916:154,154.0,37.69901,138.99158
162,190,tohoku_jct_37.926:139.1743:154,154.0,37.92598,139.17427
163,191,tohoku_jct_37.9493:139.1736:66,66.0,37.94934,139.17363
164,193,tohoku_jct_37.4568:139.6005:275,275.0,37.4568,139.60049
165,194,tohoku_jct_37.4417:139.4932:154,154.0,37.44172,139.49324
166,195,tohoku_jct_36.7819:139.7583:154,154.0,36.78186,139.75832
167,196,tohoku_jct_36.954:140.0382:66,66.0,36.95399,140.03816
168,197,tohoku_jct_36.9714:140.0338:66,66.0,36.97137,140.03383
169,198,tohoku_jct_36.8427:139.9903:66,66.0,36.84274,139.99032
170,199,tohoku_jct_36.8732:139.7024:66,66.0,36.87322,139.70245
171,200,tohoku_jct_36.9471:139.9119:66,66.0,36.94713,139.91193
172,203,tohoku_jct_36.8088:139.3134:154,154.0,36.80882,139.31342
173,204,tohoku_jct_38.0058:139.5116:66,66.0,38.00579,139.51163
174,205,tohoku_jct_38.0063:139.5126:66,66.0,38.0063,139.51262
175,206,tohoku_jct_37.9822:139.5349:66,66.0,37.98225,139.53492
176,207,tohoku_jct_36.8774:139.0778:154,154.0,36.87737,139.07781
177,208,tohoku_jct_37.6457:139.8841:66,66.0,37.64565,139.88411
178,209,tohoku_jct_36.7377:139.9638:0,66.0,36.73772,139.9638
179,210,tohoku_jct_36.936:139.9518:66,66.0,36.93603,139.95178
180,211,tohoku_jct_36.9387:139.9494:66,66.0,36.93873,139.94939
181,216,tohoku_jct_37.9154:139.1257:66,66.0,37.91543,139.12568
182,217,tohoku_jct_37.9964:140.1119:66,66.0,37.99638,140.11192
183,218,tohoku_jct_38.0511:140.0989:66,66.0,38.05109,140.09894
184,219,tohoku_jct_38.1857:140.0937:0,66.0,38.18566,140.09368
185,220,tohoku_jct_38.3637:140.272:66,66.0,38.36371,140.27202
186,221,tohoku_jct_38.3637:140.277:66,66.0,38.36367,140.27699
187,222,tohoku_jct_37.8001:140.4449:66,66.0,37.80012,140.44494
188,225,tohoku_jct_38.2422:140.9637:154,154.0,38.2422,140.96369
189,226,tohoku_jct_38.2638:140.9913:154,154.0,38.26376,140.99127
190,227,tohoku_jct_38.2422:140.9637:66,66.0,38.2422,140.96369
191,228,tohoku_jct_38.2983:140.9635:66,66.0,38.29831,140.96347
192,229,tohoku_jct_38.2933:140.9775:66,66.0,38.2933,140.97745
193,230,tohoku_jct_38.2806:141.0059:154,154.0,38.28055,141.00586
194,231,tohoku_jct_38.2864:141.0439:154,154.0,38.28639,141.04394
195,232,tohoku_jct_38.2784:141.0079:275,275.0,38.27845,141.0079
196,233,tohoku_jct_38.2624:141.0084:154,154.0,38.26245,141.00836
197,234,tohoku_jct_38.2886:140.9398:66,66.0,38.28863,140.93985
198,235,tohoku_jct_38.3401:140.8702:154,154.0,38.34009,140.87023
199,236,tohoku_jct_38.3089:140.7916:154,154.0,38.30891,140.79159
200,237,tohoku_jct_38.2329:140.9051:66,66.0,38.23288,140.90506
201,240,tohoku_jct_38.273:140.8252:66,66.0,38.27301,140.82525
202,241,tohoku_jct_38.2426:140.854:66,66.0,38.24261,140.854
203,242,tohoku_jct_38.2518:140.8483:66,66.0,38.25181,140.84825
204,243,tohoku_jct_37.3825:140.4206:66,66.0,37.38247,140.42064
205,244,tohoku_jct_36.1696:139.9035:500,500.0,36.16962,139.90352
206,245,tohoku_jct_36.5244:140.1537:500,500.0,36.52438,140.15367
207,246,tohoku_jct_37.3239:140.9777:66,66.0,37.32391,140.97766
208,247,tohoku_jct_38.1766:140.8751:66,66.0,38.17664,140.87509
209,248,tohoku_jct_38.2626:141.0089:154,154.0,38.26265,141.00892
210,249,tohoku_jct_36.8847:140.0564:66,66.0,36.88465,140.05636
211,250,tohoku_jct_36.8768:140.0633:66,66.0,36.87681,140.06331
212,251,tohoku_jct_36.6787:140.6524:275,275.0,36.67868,140.6524
213,252,tohoku_jct_36.9859:140.74:275,275.0,36.98592,140.74005
214,253,tohoku_jct_36.9252:140.7706:66,66.0,36.9252,140.77055
215,254,tohoku_jct_36.9348:140.7861:66,66.0,36.93478,140.78614
216,255,tohoku_jct_36.9404:140.7426:66,66.0,36.94039,140.74264
217,256,tohoku_jct_37.4737:140.991:66,66.0,37.47372,140.99096
218,257,tohoku_jct_37.4181:140.9665:66,66.0,37.41809,140.96654
219,258,tohoku_jct_38.2909:140.9804:66,66.0,38.29086,140.98039
220,259,tohoku_jct_38.2911:140.9804:66,66.0,38.29107,140.98038
221,260,tohoku_jct_38.2813:140.994:154,154.0,38.28127,140.994
222,261,tohoku_jct_36.9495:140.8275:154,154.0,36.94949,140.82749
223,262,tohoku_jct_37.7013:140.3558:154,154.0,37.70127,140.35581
224,263,tohoku_jct_37.7698:140.4394:66,66.0,37.76979,140.43941
225,264,tohoku_jct_37.798:140.4482:66,66.0,37.79805,140.44816
226,265,tohoku_jct_37.8007:140.4484:66,66.0,37.80072,140.44837
227,266,tohoku_jct_37.7089:140.4629:66,66.0,37.70886,140.46287
228,267,tohoku_jct_37.5998:140.9641:66,66.0,37.59976,140.96408
229,268,tohoku_jct_37.6276:140.9359:66,66.0,37.62757,140.93593
230,269,tohoku_jct_37.0112:140.764:154,154.0,37.01124,140.76404
231,270,tohoku_jct_37.8427:140.7503:500,500.0,37.84266,140.75026
232,271,tohoku_jct_37.6085:140.1306:154,154.0,37.60849,140.1306
233,272,tohoku_jct_37.6901:140.5472:66,66.0,37.6901,140.54719
234,273,tohoku_jct_37.6476:140.9487:66,66.0,37.64761,140.94869
235,274,tohoku_jct_36.8596:140.7717:66,66.0,36.85963,140.77175
236,275,tohoku_jct_37.8102:140.2642:66,66.0,37.8102,140.26418
237,276,tohoku_jct_37.1588:140.1882:66,66.0,37.15878,140.1882
238,277,tohoku_jct_37.1425:140.226:66,66.0,37.14246,140.226
239,278,tohoku_jct_37.5797:140.1233:154,154.0,37.57968,140.12328
240,279,tohoku_jct_37.112:140.2387:66,66.0,37.11204,140.23868
241,280,tohoku_jct_37.1318:140.1703:154,154.0,37.13183,140.17034
242,281,tohoku_jct_37.1229:140.1803:0,66.0,37.1229,140.18035
243,282,tohoku_jct_38.262:140.7152:154,154.0,38.262,140.71523
244,283,tohoku_jct_38.2417:140.6807:154,154.0,38.24172,140.68074
245,284,tohoku_jct_37.757:140.4101:66,66.0,37.75696,140.4101
246,285,tohoku_jct_37.7489:140.3948:66,66.0,37.74895,140.39482
247,286,tohoku_jct_37.7437:140.4112:154,154.0,37.74374,140.41121
248,287,tohoku_jct_38.0322:140.1373:66,66.0,38.03219,140.13729
249,288,tohoku_jct_38.0572:140.137:66,66.0,38.05719,140.13703
250,289,tohoku_jct_37.494:140.2187:0,66.0,37.49396,140.21866
251,290,tohoku_jct_37.9892:140.135:66,66.0,37.98919,140.13503
252,291,tohoku_jct_37.7856:140.8852:66,66.0,37.78563,140.88517
253,292,tohoku_jct_38.0474:140.789:66,66.0,38.04739,140.78902
254,293,tohoku_jct_38.0751:140.7706:66,66.0,38.07509,140.7706
255,294,tohoku_jct_38.0645:140.7485:66,66.0,38.06455,140.74848
256,295,tohoku_jct_38.273:140.2458:154,154.0,38.27296,140.24578
257,296,tohoku_jct_38.2921:140.2374:154,154.0,38.29214,140.23739
258,297,tohoku_jct_38.0916:140.8527:66,66.0,38.09157,140.85273
259,298,tohoku_jct_37.9656:140.6339:154,154.0,37.96563,140.63392
260,299,tohoku_jct_38.2515:140.649:154,154.0,38.25154,140.64902
261,300,tohoku_jct_38.2101:140.5613:154,154.0,38.21006,140.56125
262,301,tohoku_jct_38.2033:140.7069:66,66.0,38.20332,140.70695
263,302,tohoku_jct_38.3891:141.0647:66,66.0,38.38907,141.06472
264,303,tohoku_jct_38.3462:141.0157:66,66.0,38.34616,141.01574
265,304,tohoku_jct_36.9126:140.1115:66,66.0,36.91261,140.11147
266,305,tohoku_jct_36.973:140.8553:66,66.0,36.97303,140.85526
267,306,tohoku_jct_37.0235:140.8443:66,66.0,37.02348,140.84427
268,307,tohoku_jct_37.0436:140.888:66,66.0,37.04359,140.88805
269,308,tohoku_jct_37.8878:140.1407:66,66.0,37.88784,140.14073
270,309,tohoku_jct_37.8884:140.1422:66,66.0,37.88842,140.14218
271,310,tohoku_jct_37.8906:140.1678:66,66.0,37.89064,140.16777
272,311,tohoku_jct_37.9091:140.1688:66,66.0,37.90909,140.16882
273,312,tohoku_jct_38.3534:140.3315:66,66.0,38.35336,140.3315
274,313,tohoku_jct_38.2174:140.382:154,154.0,38.21741,140.38199
275,314,tohoku_jct_38.2625:140.3717:66,66.0,38.26254,140.37173
276,315,tohoku_jct_37.365:140.3774:66,66.0,37.36504,140.37744
277,316,tohoku_jct_37.361:140.381:66,66.0,37.36102,140.381
278,317,tohoku_jct_37.1966:140.8011:66,66.0,37.1966,140.80111
279,318,tohoku_jct_37.1598:140.836:66,66.0,37.15977,140.83604
280,319,tohoku_jct_37.1895:140.8015:66,66.0,37.1895,140.80152
281,322,tohoku_jct_37.0782:140.8852:66,66.0,37.0782,140.88517
282,323,tohoku_jct_38.2934:140.344:66,66.0,38.29336,140.34404
283,324,tohoku_jct_37.4499:140.3214:66,66.0,37.44986,140.3214
284,325,tohoku_jct_37.4439:140.3196:66,66.0,37.4439,140.31961
285,326,tohoku_jct_37.4624:140.3351:66,66.0,37.46238,140.33507
286,327,tohoku_jct_37.5804:140.4452:66,66.0,37.58041,140.44523
287,328,tohoku_jct_37.5962:140.4606:66,66.0,37.59625,140.46058
288,329,tohoku_jct_37.5207:140.9707:66,66.0,37.52067,140.9707
289,330,tohoku_jct_36.7346:140.1162:66,66.0,36.73462,140.11621
290,331,tohoku_jct_37.3042:140.3462:66,66.0,37.30417,140.34618
291,332,tohoku_jct_37.3305:140.341:66,66.0,37.33051,140.34098
292,333,tohoku_jct_37.266:140.3785:66,66.0,37.26596,140.37847
293,334,tohoku_jct_37.2522:140.3293:66,66.0,37.25215,140.32931
294,335,tohoku_jct_37.0295:140.8469:66,66.0,37.02946,140.84693
295,336,tohoku_jct_37.0095:140.8388:66,66.0,37.00953,140.8388
296,337,tohoku_jct_38.0877:140.8577:66,66.0,38.08765,140.85768
297,338,tohoku_jct_38.0932:140.8531:66,66.0,38.09318,140.85309
298,339,tohoku_jct_37.1209:140.9533:66,66.0,37.12091,140.95332
299,340,tohoku_jct_37.2422:140.9837:66,66.0,37.24222,140.98373
300,341,tohoku_jct_37.379:140.4205:154,154.0,37.37902,140.42053
301,342,tohoku_jct_37.0759:140.7989:66,66.0,37.07595,140.79891
302,343,tohoku_jct_37.7824:140.3623:66,66.0,37.78237,140.36226
303,344,tohoku_jct_37.8208:140.2231:66,66.0,37.82082,140.22306
304,345,tohoku_jct_37.8051:140.539:66,66.0,37.8051,140.53897
305,346,tohoku_jct_37.3785:140.4197:66,66.0,37.37847,140.41971
306,347,tohoku_jct_37.4326:140.5036:66,66.0,37.43256,140.50361
307,348,tohoku_jct_37.4389:140.5059:66,66.0,37.43893,140.5059
308,349,tohoku_jct_37.2476:140.3693:66,66.0,37.24764,140.36928
309,350,tohoku_jct_37.2307:140.3759:66,66.0,37.23069,140.37588
310,351,tohoku_jct_36.9688:140.8488:66,66.0,36.96875,140.84883
311,352,tohoku_jct_36.9482:140.8459:66,66.0,36.94822,140.84593
312,353,tohoku_jct_36.9443:140.8286:154,154.0,36.9443,140.82862
313,354,tohoku_jct_37.3766:140.3492:66,66.0,37.37662,140.34916
314,355,tohoku_jct_37.6875:140.4903:66,66.0,37.68751,140.49026
315,356,tohoku_jct_37.5907:140.4742:66,66.0,37.59069,140.47423
316,357,tohoku_jct_37.8666:140.5193:66,66.0,37.8666,140.51933
317,358,tohoku_jct_37.49:140.4121:66,66.0,37.49001,140.41209
318,359,tohoku_jct_37.4942:140.4141:66,66.0,37.49422,140.41405
319,360,tohoku_jct_37.5067:140.4179:66,66.0,37.50675,140.41789
320,361,tohoku_jct_37.5285:140.429:66,66.0,37.52846,140.42902
321,362,tohoku_jct_37.5442:140.437:66,66.0,37.54419,140.437
322,363,tohoku_jct_37.5638:140.4489:66,66.0,37.56385,140.44887
323,364,tohoku_jct_37.5046:140.4222:66,66.0,37.5046,140.42215
324,365,tohoku_jct_37.4797:140.3855:66,66.0,37.47971,140.38555
325,366,tohoku_jct_37.0087:140.8607:66,66.0,37.0087,140.86068
326,367,tohoku_jct_36.9103:140.8118:66,66.0,36.91029,140.81177
327,368,tohoku_jct_36.863:140.7709:66,66.0,36.86303,140.77095
328,369,tohoku_jct_36.9104:140.8116:66,66.0,36.91038,140.81161
329,370,tohoku_jct_36.8949:140.7776:66,66.0,36.89489,140.77763
330,371,tohoku_jct_38.0226:140.8588:66,66.0,38.02261,140.85883
331,372,tohoku_jct_37.3644:140.9867:66,66.0,37.36438,140.98667
332,373,tohoku_jct_38.1232:140.84:66,66.0,38.12318,140.83997
333,374,tohoku_jct_38.1212:140.897:66,66.0,38.1212,140.89704
334,375,tohoku_jct_38.1385:140.8492:66,66.0,38.1385,140.84916
335,376,tohoku_jct_37.458:140.3653:154,154.0,37.45805,140.36534
336,377,tohoku_jct_37.4767:140.374:0,66.0,37.47668,140.37398
337,378,tohoku_jct_37.4793:140.3741:0,66.0,37.47933,140.37415
338,379,tohoku_jct_37.4763:140.3798:0,66.0,37.47625,140.37978
339,380,tohoku_jct_38.0582:140.7198:66,66.0,38.05823,140.71979
340,381,tohoku_jct_38.0674:140.7902:66,66.0,38.0674,140.79015
341,382,tohoku_jct_37.4878:140.2737:66,66.0,37.48777,140.27367
342,383,tohoku_jct_37.4814:140.2671:66,66.0,37.48136,140.26712
343,384,tohoku_jct_37.465:140.3311:66,66.0,37.465,140.33109
344,385,tohoku_jct_38.1119:140.0414:66,66.0,38.1119,140.04144
345,386,tohoku_jct_38.2941:140.1475:66,66.0,38.29407,140.14749
346,387,tohoku_jct_38.2961:140.1359:66,66.0,38.29611,140.1359
347,388,tohoku_jct_38.2874:140.1366:66,66.0,38.28741,140.13661
348,389,tohoku_jct_38.1788:140.2875:66,66.0,38.17877,140.28746
349,390,tohoku_jct_38.2103:140.2823:66,66.0,38.21034,140.28227
350,391,tohoku_jct_38.1794:140.2944:66,66.0,38.17936,140.29443
351,392,tohoku_jct_38.2145:140.3146:66,66.0,38.21446,140.31457
352,393,tohoku_jct_37.8157:140.2718:66,66.0,37.81571,140.27183
353,394,tohoku_jct_37.8769:140.1613:66,66.0,37.87689,140.16128
354,395,tohoku_jct_36.9218:140.7103:0,66.0,36.92181,140.7103
355,398,tohoku_jct_38.2079:140.7646:66,66.0,38.2079,140.7646
356,399,tohoku_jct_36.8021:140.7171:66,66.0,36.80214,140.71709
357,400,tohoku_jct_36.7795:140.6851:66,66.0,36.77953,140.68506
358,401,tohoku_jct_36.7779:140.6833:66,66.0,36.77787,140.68331
359,402,tohoku_jct_36.8049:140.7152:66,66.0,36.80486,140.7152
360,405,tohoku_jct_37.8283:140.9051:66,66.0,37.82829,140.9051
361,406,tohoku_jct_38.3037:140.4071:66,66.0,38.30372,140.40712
362,407,tohoku_jct_38.2411:140.3743:66,66.0,38.24106,140.37434
363,408,tohoku_jct_38.3589:140.9068:66,66.0,38.35886,140.90682
364,409,tohoku_jct_37.2909:140.629:66,66.0,37.29087,140.62901
365,410,tohoku_jct_37.08:140.3716:66,66.0,37.08,140.37156
366,411,tohoku_jct_37.0768:140.3588:66,66.0,37.07683,140.35885
367,412,tohoku_jct_37.1117:140.2426:66,66.0,37.11167,140.24259
368,413,tohoku_jct_37.1059:140.2448:66,66.0,37.1059,140.24484
369,414,tohoku_jct_37.0561:140.353:66,66.0,37.05606,140.35303
370,415,tohoku_jct_37.0532:140.3584:66,66.0,37.05316,140.35841
371,416,tohoku_jct_37.1591:140.2794:66,66.0,37.15907,140.27943
372,417,tohoku_jct_37.1579:140.2787:66,66.0,37.15792,140.27868
