muni_code,pref_code,pref_name_x,muni_name_x,pref_name_y,muni_name_y,n_bus,load_mw,customers,intensity_mean,expected_outage_days,served_t0,outage_customers_t0,served_t0.25,outage_customers_t0.25,served_t0.5,outage_customers_t0.5,served_t1,outage_customers_t1,served_t2,outage_customers_t2,served_t3,outage_customers_t3,served_t4,outage_customers_t4,served_t5,outage_customers_t5,served_t7,outage_customers_t7,served_t10,outage_customers_t10,served_t14,outage_customers_t14,served_t21,outage_customers_t21,served_t30,outage_customers_t30,served_t45,outage_customers_t45,served_t60,outage_customers_t60,served_t90,outage_customers_t90
14151,14,神奈川県,相模原市緑区,神奈川県,相模原市緑区,59,359.83370876486055,249115.64452951882,5.458889153425608,0.19308157092773615,0.8294541854505805,42485.63051329036,0.8434181756452775,39006.982095734595,0.8575773560329222,35479.70874745675,0.9626280407754466,9309.93970955546,0.9862459888004921,3426.3393648316305,0.9923261045318252,1911.6874156064634,0.9935921956116045,1596.2843202342226,0.9949302376324022,1262.9571198156161,0.9971073802340199,720.5968373809695,0.9989149966877952,270.29129943659836,0.9996679195761677,82.7264288185261,0.9996394288539883,89.8239134373775,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14152,14,神奈川県,相模原市中央区,神奈川県,相模原市中央区,15,306.6188645109023,212274.59850754772,5.459677820803971,0.1920484940369025,0.831294452860828,35811.902284963835,0.8447558540721568,32954.38874748002,0.8617755606918295,29341.537358072776,0.9596202601159898,8571.593071717441,0.9830763142414329,3592.468599667722,0.9929606379334591,1494.277756424226,0.9955214229989642,950.6881347799911,0.9974249526045539,546.6171520062225,0.9978317685437595,460.26046184485796,0.9978301404428873,460.6060663038022,0.999667919576168,70.49223864113844,0.9996394288539885,76.54009525297658,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14153,14,神奈川県,相模原市南区,神奈川県,相模原市南区,14,200.18917600298576,138592.50646360553,5.480148709733407,0.21890212766763562,0.8235387275006055,24456.21004944837,0.8381489371768897,22431.344470453372,0.8524578794012954,20448.232302730034,0.954996464977931,6237.152718431201,0.9810184380573315,2630.7022462286122,0.9853967982012768,2023.8943396788954,0.989762257515907,1418.874391399433,0.9947609710165217,726.0901582557331,0.9972229182456113,384.88272099507793,0.9988668597649925,157.04474534446044,0.9996679195761682,46.02385828636312,0.9996394288539889,49.97245888417479,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14201,14,神奈川県,横須賀市,神奈川県,横須賀市,36,623.3738898320823,431566.5391145184,5.225157408295637,30.884598886097773,0.42787264918166446,246911.02072542702,0.4351014708648852,243791.30316972348,0.44547859556064356,239312.88337881514,0.4983439753852723,216497.9543689257,0.5109097993373871,211074.96521478918,0.5142158986906695,209648.1633589244,0.5159020560446792,208920.47426525186,0.5163085677420222,208745.03741892008,0.5165085380372961,208658.7369306629,0.5177272163270935,208132.7961588411,0.5189356010837283,207611.29773150143,0.5345714147788723,200863.40372884885,0.5630081300813008,188591.06892199485,0.6414634146341462,154732.39329227858,0.7349593495934958,114382.67622059595,0.8632113821138211,59033.39041139653
14203,14,神奈川県,平塚市,神奈川県,平塚市,13,182.4508945849997,126312.15778961517,5.737337775441885,10.084647422663659,0.698717359792855,38055.66038911675,0.7103709950960343,36583.66456787892,0.7247195635735989,34771.265922285704,0.8073025444563892,24340.031410281917,0.829583565658993,21525.667544424843,0.8360328236387836,20711.047852855627,0.8368649802605312,20605.93635434378,0.8368649910224808,20605.934994978685,0.8372770302659935,20553.889429036593,0.8386647433042527,20378.60440078131,0.8428157196938992,19854.28561607131,0.8483506986167695,19155.150485003513,0.8569444444444444,18069.65590601439,0.8881944444444445,14122.40097508892,0.9138888888888889,10876.88025410575,0.9597222222222223,5087.573022081722
14204,14,神奈川県,鎌倉市,神奈川県,鎌倉市,7,152.0424121541664,105260.13149134598,5.418084984338007,10.140121472316485,0.6963195229073366,31965.446950128433,0.7073353260258833,30805.92206538742,0.719003560890754,29577.72212923922,0.807324085086584,20281.092139001546,0.823073352277279,18623.322203616666,0.8322494118909041,17657.448962114056,0.8330813874801,17569.875102197704,0.834748066564401,17394.440242630306,0.8355760605633258,17307.285485429427,0.8355747038125992,17307.428297189323,0.8372232663134733,17133.900391575597,0.8413661907116572,16697.815624664065,0.8583333333333334,14911.851961274013,0.8916666666666666,11403.18091156248,0.9175,8683.960848036042,0.9541666666666666,4824.422693353357
14205,14,神奈川県,藤沢市,神奈川県,藤沢市,19,293.94866349805505,203502.92088326887,5.6081995807619505,0.279800298147803,0.8395430899745432,32653.449866084342,0.8510951901252928,30302.563743070747,0.866999422733126,27066.005952969746,0.9525784203975365,9650.429961999766,0.9730714631697227,5480.035900074107,0.980354588360622,3997.8986505675894,0.9864739296354099,2752.5948272667583,0.9886291143811982,2314.008436455718,0.9943996739387512,1139.6827113628224,0.996639705855271,683.8296734793197,0.9974837955113114,512.0549629877004,0.9974602169826116,516.8532624483272,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14206,14,神奈川県,小田原市,神奈川県,小田原市,41,344.62946754944386,238589.6313803842,5.740574550864101,0.30973496953107665,0.8319003662401262,40106.82965394587,0.8442545661987626,37159.24563981523,0.8593601233051981,33555.216337995495,0.9554899893701075,10619.627028922994,0.9815124328259159,4410.9418371848,0.9854934638081229,3461.109122626172,0.9904551896102288,2277.292792491168,0.9915213798863046,2022.910847540889,0.9926183849792269,1761.1768067981254,0.9964771707093014,840.5105418837945,0.9971555725485086,678.6508971395659,0.9978277061441366,518.2867903203435,0.9985424458802515,347.75730014779475,0.9992773165063497,172.42478835477925,0.999276919668431,172.5194697675046,1.0,0.0
14207,14,神奈川県,茅ヶ崎市,神奈川県,茅ヶ崎市,8,116.56584931819425,80699.43414336524,5.598483944147475,0.17969295679713104,0.8298562616757724,13730.50340580197,0.8433401338302571,12642.362552873583,0.8628479600211848,11068.09201789859,0.9688417375476464,2514.4541487954007,0.9890358488196912,884.800796113228,0.9923079899212589,620.7408607794731,0.9951324475848156,392.8087255685477,0.9951324624859768,392.8075230532713,0.9968651857194694,252.97773858336603,0.999689644575119,25.04550717122069,0.9996679195761681,26.79870229332536,0.9996394288539885,29.09788745154482,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14208,14,神奈川県,逗子市,神奈川県,逗子市,5,83.62332668479152,57893.07232024029,5.250626209204463,0.16597961799439198,0.8319771746162213,9727.357581394208,0.8472274906797842,8844.469930619833,0.8627620619445138,7945.12587292693,0.9752080534263091,1435.2819559502213,0.9907486287933408,535.5903023285116,0.9946992942690849,306.8741402281813,0.9962128164912717,219.2516887608395,0.9981825283621297,105.21901697121191,0.9981761211608395,105.58994953887344,0.9981744930599675,105.68420530040325,0.9996679195761683,19.22515599303776,0.9996394288539888,20.87457143262998,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
