field,sub_model,p_out_mod,blackout_th,crew_x,repair_x,n,west_served_0,west_served_0.5,west_served_1,west_served_2,west_served_3,west_served_4,west_served_7,west_served_14,west_served_30,west_served_60,west_served_90,west_blackout_mw_0,west_sites_pfail,east_served_0,east_served_0.5,east_served_1,east_served_2,east_served_3,east_served_4,east_served_7,east_served_14,east_served_30,east_served_60,east_served_90,east_blackout_mw_0,east_sites_pfail,out_tokai_t0.0,out_tokai_tot_t0.0,out_kinki_t0.0,out_kinki_tot_t0.0,out_sanyo_t0.0,out_sanyo_tot_t0.0,out_shikoku_t0.0,out_shikoku_tot_t0.0,out_kyushu_t0.0,out_kyushu_tot_t0.0,out_tokai_t1.0,out_tokai_tot_t1.0,out_kinki_t1.0,out_kinki_tot_t1.0,out_sanyo_t1.0,out_sanyo_tot_t1.0,out_shikoku_t1.0,out_shikoku_tot_t1.0,out_kyushu_t1.0,out_kyushu_tot_t1.0,out_tokai_t4.0,out_tokai_tot_t4.0,out_kinki_t4.0,out_kinki_tot_t4.0,out_sanyo_t4.0,out_sanyo_tot_t4.0,out_shikoku_t4.0,out_shikoku_tot_t4.0,out_kyushu_t4.0,out_kyushu_tot_t4.0,out_tokai_t7.0,out_tokai_tot_t7.0,out_kinki_t7.0,out_kinki_tot_t7.0,out_sanyo_t7.0,out_sanyo_tot_t7.0,out_shikoku_t7.0,out_shikoku_tot_t7.0,out_kyushu_t7.0,out_kyushu_tot_t7.0,out_five_t0,outtot_five_t0,out_five_t1,outtot_five_t1,out_five_t4,outtot_five_t4,out_five_t7,outtot_five_t7,sec
jshis,jma,0.3,0.35,1.0,1.0,10,0.7075399718754022,0.7250473017571718,0.8662642601592998,0.882432636143127,0.8892888422168371,0.8924628623508236,0.9035021954769538,0.9286551657235398,0.9395130065633258,0.962749426904132,0.9822157746977793,4080.0,0.0620253164556962,0.8612489475152856,0.8873588229941757,0.9505535896167903,0.9506524801482986,0.951090614459493,0.9521622318639564,0.9604312023554178,0.9684838761728304,0.9732396227201203,0.984085669348801,0.988729814886307,0.0,0.021127315727236896,3008151.2191523477,4054714.468589611,1423010.6802200763,2841137.1190008693,486720.11493159964,1190063.8388342499,618658.4635736821,1284237.9072789499,266721.50957552495,521263.8108824213,2265087.013599783,2362594.4814450527,1408332.4372082169,1470943.652172128,479081.92665631115,487257.9045925122,618658.4635736821,959898.1993412616,266721.50957552495,292505.22098935884,1530743.129597754,1631519.3037627663,1384175.7837270144,1445589.9174614928,470520.112695855,476518.1011002058,609549.3952668314,950778.6080280752,257917.09824078274,270966.827600755,1358924.0959701114,1445764.899361167,1233600.5214948899,1296238.210823332,431397.92013410747,431397.92013410747,574059.570698594,905982.7831452745,248985.17418147676,262850.41461490263,5803261.987453231,9891417.144586101,5037881.350613519,5573199.458540313,4252905.519528237,4775372.7579532955,3846967.2824791796,4342234.2280787835,17.7
jshis,jma,0.3,0.35,2.0,1.0,10,0.7075399718754022,0.7250473017571718,0.8662942248062632,0.8825922224030881,0.889853778878966,0.8936740167166005,0.9074691806106931,0.93181904367417,0.942756098189236,0.9651477179126094,0.9831947710735044,4080.0,0.0620253164556962,0.8612489475152856,0.8873588229941757,0.9506440148424171,0.9510032342108867,0.9517633389314388,0.9541834856687781,0.961032667756127,0.9687554984020145,0.9732723331493589,0.984085669348801,0.988729814886307,0.0,0.021127315727236896,3008151.2191523477,4054714.468589611,1423010.6802200763,2841137.1190008693,486720.11493159964,1190063.8388342499,618658.4635736821,1284237.9072789499,266721.50957552495,521263.8108824213,2265087.013599783,2362594.4814450527,1408332.4372082169,1470943.652172128,477717.96446429536,485893.94240049634,618658.4635736821,959898.1993412616,266721.50957552495,292505.22098935884,1494597.4857383715,1594312.003229883,1378467.5781112912,1439927.7063750343,469071.02357734425,475069.0119816951,602913.1313228852,945761.1206714232,257917.09824078274,270966.827600755,1259705.6914540832,1342242.2739074086,1198871.135150657,1259778.2081524155,431397.92013410747,431397.92013410747,545605.5654941245,880577.1198419144,248985.17418147676,262850.41461490263,5803261.987453231,9891417.144586101,5036517.388421503,5571835.496348297,4202966.3169906745,4726036.669858791,3684565.486414449,4176845.9366507484,17.9
gmpe,hazus3,0.3,0.15,1.0,1.0,10,0.44347621317716673,0.4610187723253993,0.5864403253290494,0.6273413941733985,0.6447959859170369,0.6561447460593587,0.707197830842771,0.8011176566484806,0.9067138123721552,0.945191799280953,0.9682030379804117,16320.0,0.14803464357095272,0.6484883238681884,0.6926696355536728,0.8191149667016338,0.8848081937445783,0.9057585340107241,0.9345668599138872,0.950456510469399,0.9642785505379533,0.97450643884125,0.9831135576628167,0.9888450918038648,13260.000000000004,0.02763106030744975,8064248.389836784,8451384.147783332,4339597.914369582,6059031.430588098,583872.6081774419,1430898.9408333253,1181214.1762957985,2116393.388270689,485095.3924398093,780245.1677121493,6203267.71976962,7031421.637064149,4283441.449506921,5362145.763568424,579027.3497692167,680928.1871296035,1181214.1762957985,1974828.2216993321,485095.3924398093,580284.6502446693,3928615.5923501826,5453871.232538445,4077269.564191169,5125462.035047757,573463.772137197,659505.8384650693,1160348.0818095189,1956747.6100886238,468639.01096327254,548215.8857642629,3457414.0060896063,4838172.138731734,3510460.2524209307,4435257.8713866,534648.5759403213,558580.4467527296,1032223.7861193586,1555008.6413355973,401658.328861249,447792.6855132653,14654028.481119417,18837953.075187594,12732046.087781366,15629608.459706178,10208336.02145134,13743802.601904158,8936404.949431466,11834811.783719925,16.6
gmpe,hazus3,0.3,0.15,2.0,1.0,10,0.44347621317716673,0.4610187723253993,0.586483059459925,0.6279540244197057,0.6530429877867314,0.6665834302628227,0.7212337758196332,0.8227414043813138,0.9262318138658333,0.9585056797938677,0.9712504804851677,16320.0,0.14803464357095272,0.6484883238681884,0.6926696355536728,0.8191476771308723,0.8852159508109593,0.9059529735424237,0.9361872874206139,0.9549054126449115,0.964988740664163,0.9748727294036885,0.9833815459603208,0.9888450918038648,13260.000000000004,0.02763106030744975,8064248.389836784,8451384.147783332,4339597.914369582,6059031.430588098,583872.6081774419,1430898.9408333253,1181214.1762957985,2116393.388270689,485095.3924398093,780245.1677121493,6202016.545851248,7030418.350268824,4279220.900761816,5359439.480814436,577328.0248773603,680300.5855604899,1181214.1762957985,1974842.5520322984,483818.756859211,579094.6550828712,3852538.3629822005,5177346.266469276,3999463.0601388114,5019674.655233469,565365.654758157,602596.8410766401,1149610.8446299913,1950832.5999214556,466085.73980207613,545618.4043782013,3174517.3689384414,4404902.202548701,3302941.961281638,4308898.399401298,526587.991663663,559636.2699731479,929856.6776314542,1506320.4219112282,381247.2429212829,430275.9874432055,14654028.481119417,18837953.075187594,12723598.404645434,15624095.62375892,10033063.662311235,13296068.767079042,8315151.24243648,11210033.28127758,16.4
gmpe,hazus3,0.3,0.35,1.0,1.0,10,0.4710644569557255,0.47619005645724694,0.6169152330431451,0.6242377209380171,0.6301364597252906,0.6408789487308645,0.6942115860151904,0.7795080829650581,0.9065393265623056,0.9497377428472069,0.9734198283893245,2040.0,0.14896735509660228,0.799296247097376,0.8097596004044251,0.9258625123141817,0.9262208189152273,0.9270987890707113,0.9289748800154957,0.9447482464575945,0.9631813554186798,0.9730697002481357,0.9850297652312388,0.9891651040144632,0.0,0.03421363815530154,4952735.027938104,7406258.333027951,4083507.012110618,6350310.7773182895,598002.3065547446,1530227.0164940604,1251787.5178770847,2120372.2125979927,521096.81747967197,845904.0226802287,4591064.165843047,6491217.308759043,4013989.222290561,5271379.685249081,594370.8779290086,647310.8181027562,1251787.5178770847,1918444.591699598,519311.036001795,619259.51825476,4206627.945859855,6055289.705642546,3944975.516975011,5067930.398398867,570054.4402044555,637683.275900166,1224713.8891875853,1902168.726901036,512422.7847059186,577462.0609964051,3848687.4455894046,5006005.254685365,3255972.2592811137,4324712.588768393,512275.12960968947,676896.9579652789,1089734.4247146375,1686195.5219909484,453605.0286449209,526794.8033385293,11407128.681960223,18253072.362118524,10970522.819941496,14947611.922065238,10458794.576932825,14240534.16783902,9160274.287839767,12220605.126748513,16.6
gmpe,hazus3,0.3,0.35,2.0,1.0,10,0.4710644569557255,0.47619005645724694,0.6169393484751016,0.624668053168736,0.6314573056639925,0.653222953716572,0.703265712836501,0.7918803168548086,0.9330702456954557,0.9617195234808091,0.9775839139807373,2040.0,0.14896735509660228,0.799296247097376,0.8097596004044251,0.9258952227434203,0.9265374197055076,0.9276624314720541,0.9308733837492977,0.9500055806630139,0.9658508211838912,0.9740526809046349,0.9855208382055473,0.9892532331821732,0.0,0.03421363815530154,4952735.027938104,7406258.333027951,4083507.012110618,6350310.7773182895,598002.3065547446,1530227.0164940604,1251787.5178770847,2120372.2125979927,521096.81747967197,845904.0226802287,4589812.991924675,6489966.134840671,4013989.222290561,5271379.685249081,593279.708175396,646219.6483491436,1251787.5178770847,1918444.591699598,519311.036001795,619399.7729063889,4218387.416757696,5772077.892039384,3880032.67738026,5053326.61247348,562505.6751798865,631347.3004512666,1206235.629349811,1883434.0681468267,499918.9960238666,564460.6439414078,3497753.94233086,4724872.548414644,2844547.634472456,3964895.9546000953,503331.16253479,729851.0829096662,1015167.8641580008,1646151.117274536,426303.7305736296,521482.046459654,11407128.681960223,18253072.362118524,10968180.476269512,14945409.833044883,10367080.394691521,13904646.517052365,8287104.334069736,11587252.749658596,16.5
gmpe,hazus5,0.3,0.15,1.0,1.0,10,0.44482821378666776,0.4730202795536574,0.6308795992144935,0.6888844315046924,0.708330664323269,0.7168885680037793,0.7535121508676542,0.7962778888887465,0.9302282131826091,0.9570028599467575,0.9584068356919595,19677.5,0.08447701532311792,0.7228250335698768,0.7565073350363462,0.8841103067237861,0.93230834872182,0.9491988859641186,0.9547570415646647,0.9650516391408712,0.9681379201251782,0.9747316060351301,0.983914489923664,0.989849009958445,8840.000000000002,0.014860070949940875,8258105.641315071,8611150.52686535,2340606.443951887,5000391.295840143,451694.3455929387,1586314.3828474907,768588.3932732408,1873926.7891015005,455148.60552083526,764382.2810756096,5429461.295647139,6310865.758876002,2346110.7850813344,3968944.3900686447,451694.3455929387,761395.7959414729,764944.7659505005,1532645.236814263,410482.95188446296,508960.3072984776,2739495.8290245226,4367376.088717245,2155033.6684822394,3682061.9850771395,438347.4550007678,726625.6182841138,741150.4520496046,1494257.8434583666,334181.92504309595,442430.56936302467,2342489.9943524133,3464065.7394168274,1854298.559996529,3128541.4879997084,428188.28061490454,792805.1440373403,628891.8940885817,1190490.1830894912,288642.2348547924,407385.85511900584,12274143.429653972,17836165.275730096,9402694.144156376,13082811.48899886,6408209.32960023,10712752.104899889,5542510.963907221,8983288.409662373,15.7
gmpe,hazus5,0.3,0.15,2.0,1.0,10,0.44482821378666776,0.4730202795536574,0.6311437949601739,0.689607378373626,0.7165926590969098,0.7252752821476908,0.7576342072220369,0.8045286654842765,0.9406132723845675,0.9616102448546588,0.9602541693626107,19677.5,0.08447701532311792,0.7228250335698768,0.7565073350363462,0.8841300770057944,0.9325805624979598,0.9494647020842707,0.9550492111529376,0.9651892340839973,0.9681837851062203,0.9747316060351301,0.983914489923664,0.989849009958445,8840.000000000002,0.014860070949940875,8258105.641315071,8611150.52686535,2340606.443951887,5000391.295840143,451694.3455929387,1586314.3828474907,768588.3932732408,1873926.7891015005,455148.60552083526,764382.2810756096,5429461.295647139,6311113.531568437,2346110.7850813344,3969159.076517148,448393.89279801067,758627.1026428933,755975.4999098969,1523773.2567316066,410482.95188446296,509025.88158160116,2704831.951477838,4063806.529067059,2098759.685214172,3654425.3370868643,436223.29888594727,728927.8539862658,739244.8052364199,1492060.9404379309,327801.7638100258,438484.3360159968,2210454.017976378,3382302.95603121,1648852.9814020533,3018926.7743796073,428188.28061490454,810516.8170611167,609516.4256318357,1156301.967997422,280989.9630460058,407298.13375724014,12274143.429653972,17836165.275730096,9390424.425320843,13071698.849041685,6306861.504624403,10377704.996594116,5178001.668671178,8775346.649226597,15.7
gmpe,hazus5,0.3,0.35,1.0,1.0,10,0.4728714726414065,0.4901661045962875,0.6750561229169779,0.7043243583434303,0.7160235398231928,0.7204861965458794,0.7459432940793146,0.7804888046115059,0.930393913803979,0.9601490277046588,0.976406534853769,10200.0,0.0785143237841439,0.8163048260407851,0.8293206311173892,0.9584140718333172,0.9587356750722429,0.9590059523418697,0.9592035000492972,0.9676904003542639,0.9701026748814973,0.9739262138749252,0.9816577555361953,0.9887067463236479,0.0,0.014781237682301931,5747934.077185385,7164935.2889256785,2103180.156422213,5041372.02014157,441752.08686860045,1798702.8783206393,723098.3093203512,2040241.8621408804,344120.979218251,796036.4389370398,4161106.0192865324,5331591.779393017,2103180.156422213,3458571.2853388167,441752.08686860045,747528.581754303,719454.681997611,1677839.1698842251,342844.3436376528,497720.02066137246,2658972.2635392775,4444845.7720970195,1819161.8393352837,3220221.930131932,429632.7622492437,724131.546301691,712780.4496951543,1578560.3233993147,328428.3165876324,434448.8343685807,2153925.2464075764,3401385.7328038933,1600760.6945433423,3145805.9649965535,421308.1833727126,791943.7141370703,665247.2507446767,1215702.207755736,299853.5504391601,432813.04487500427,9360085.609014802,16841288.48846581,7768337.2882126095,11713250.837031735,5948975.631406591,10402208.406298537,5141094.925507468,8987650.664568257,15.9
gmpe,hazus5,0.3,0.35,2.0,1.0,10,0.4728714726414065,0.4901661045962875,0.6751429561571348,0.704565131481585,0.7240644755727459,0.7292043855582836,0.7481134235680503,0.7818739992967689,0.9406273682227975,0.9647838022174707,0.9779241604040888,10200.0,0.0785143237841439,0.8163048260407851,0.8293206311173892,0.9584140718333172,0.9589389424282927,0.959489066579755,0.9597980710404795,0.9678607057266283,0.9701026748814973,0.9739720788559673,0.9816577555361953,0.9887067463236479,0.0,0.014781237682301931,5747934.077185385,7164935.2889256785,2103180.156422213,5041372.02014157,441752.08686860045,1798702.8783206393,723098.3093203512,2040241.8621408804,344120.979218251,796036.4389370398,4161106.0192865324,5332022.405759997,2103180.156422213,3459202.0449844017,438451.6340736724,744973.1258703803,719454.681997611,1677980.9540430931,342844.3436376528,497851.7007624197,2593348.80926835,4076516.699857907,1752246.4991364153,3206905.0547525664,429632.7622492437,730343.057232559,710047.729203099,1576766.0901006055,324599.91818079824,434271.2524320131,1971425.8571683322,3262721.0309034097,1510304.7630644578,3124271.3888288923,421308.1833727126,810822.9334349814,633850.146939904,1198720.5353154899,299853.5504391601,438713.9711334891,9360085.609014802,16841288.48846581,7765036.835417681,11712030.231420292,5809875.718037906,10024802.15437565,4836742.500984566,8835249.859616263,15.8
gmpe,jma,0.3,0.15,1.0,1.0,10,0.4835604609021413,0.5214817111032346,0.6862620037145483,0.7445213981903022,0.7638614986746921,0.7727464080029406,0.8157780593750383,0.8430150218602873,0.9301812240969249,0.9604867825621328,0.9755803980679282,17637.5,0.07718187874750167,0.4999287896943314,0.5454614019053401,0.7522519852957115,0.872489865633674,0.911114130637374,0.9301284098292855,0.9436691785582226,0.9568508952388086,0.9745084237337568,0.9824974331780928,0.9882735007163214,22100.000000000004,0.024635396137169887,7821965.336371872,8107508.454649444,1797053.6283692438,4362820.778762846,565633.4754972269,1733423.0535178971,711361.4116823818,1735239.5015206547,492653.18405966874,782539.7314887322,4845457.036780466,5372213.328603414,1748533.880635597,2917339.0211579585,568696.762581099,960982.8249965808,709913.6517117971,1462718.5738030318,436256.51059692603,499768.13453074556,2003090.3062802192,2982772.885029465,1690015.168310503,2820257.625348246,541970.409282372,914548.7073666932,686515.32425098,1428425.23156603,364048.41012177226,418716.7503453109,1709391.8459810868,2359587.444740286,1525163.6896218169,2275633.589901087,501351.62725133484,868446.7283356433,621495.139127083,1154787.964279287,333940.62544210965,408680.7974713724,11388667.035980392,16721531.519939573,8308857.842305886,11213021.883091731,5285639.618245847,8564721.199655745,4691342.927423432,7067136.524727676,15.3
gmpe,jma,0.3,0.15,2.0,1.0,10,0.4835604609021413,0.5214817111032346,0.6862620037145483,0.7451238915560343,0.7647614773287882,0.7741723584085449,0.8168718855675425,0.8486277938750201,0.9352582336550507,0.9646216230532595,0.9769383246875389,17637.5,0.07718187874750167,0.4999287896943314,0.5454614019053401,0.7522519852957115,0.8728750767722875,0.9117150135286672,0.9316676311674101,0.9452408682714474,0.9572070617445491,0.9748614936864458,0.9827414645406718,0.9883484753322281,22100.000000000004,0.024635396137169887,7821965.336371872,8107508.454649444,1797053.6283692438,4362820.778762846,565633.4754972269,1733423.0535178971,711361.4116823818,1735239.5015206547,492653.18405966874,782539.7314887322,4845457.036780466,5372213.328603414,1748533.880635597,2917339.0211579585,568696.762581099,960982.8249965808,709913.6517117971,1462718.5738030318,436256.51059692603,499768.13453074556,1988947.4321796703,2954819.292769429,1664334.1468421933,2799294.365650693,543396.9417358253,918636.0196402399,681376.8192548058,1427567.5225244407,362773.2828761346,418616.5874631965,1585940.9082421318,2258102.9400026696,1434964.5807665712,2228207.2941485615,481974.5451142412,865654.1215302004,568900.5918884183,1303598.1474002737,331390.37095083436,409577.54949325626,11388667.035980392,16721531.519939573,8308857.842305886,11213021.883091731,5240828.622888629,8518933.788048,4403170.996962197,7065140.052574961,15.4
gmpe,jma,0.3,0.35,1.0,1.0,10,0.5499220851027619,0.5717414494459561,0.7140788130413324,0.7354636434955815,0.7460487731361143,0.7502009295486971,0.7723780348754435,0.8079706260553167,0.930279693617964,0.9592593168916448,0.9735906997317734,6120.0,0.08107928047968022,0.7749102597005568,0.7890004872253379,0.9517038325594463,0.9519141453017843,0.9525817598403176,0.9543213710378203,0.9600129432042016,0.9650186772723542,0.9751923720946394,0.9836980011285961,0.9887632184782426,0.0,0.02049664958612534,3910191.0909718713,5587077.726684637,1914902.6863730866,4419814.541789028,567042.9291953136,1900633.2740220884,743181.7760061261,1949544.956228327,404592.02652719204,751506.7980924563,2816182.593374015,3761443.465461245,1836078.5990717325,3068893.9153325134,564860.5896880884,1094928.7771548384,741734.0160355414,1734722.9752513207,402040.26370095613,508068.3585011891,1821622.1119346395,2868562.12497586,1758357.8053828524,2986230.2502695015,541112.3965467386,1050031.7145668135,710981.8521371698,1683651.448576265,383802.3240844321,483507.90993048216,1637955.5527363762,2605883.488201282,1569275.5040919695,2697120.5519800168,493969.0153776077,1012543.9108555252,670623.1682335569,1448209.2214239738,336096.8784139933,450601.78959108243,7539910.50907359,14608577.296816537,6360896.061870333,10168057.491701106,5215876.490085833,9071983.448318923,4707920.118853504,8214358.962051881,15.8
gmpe,jma,0.3,0.35,2.0,1.0,10,0.5499220851027619,0.5717414494459561,0.7140822463616486,0.7357683375293408,0.7465856367870022,0.7514061115382236,0.7770705253170559,0.8138145366310147,0.939352312256653,0.9632390850589209,0.9752149936178406,6120.0,0.08107928047968022,0.7749102597005568,0.7890004872253379,0.9517038325594463,0.9519141453017843,0.9528294178030459,0.9549835443799417,0.9606196484280934,0.9652635582846509,0.9754918448364241,0.9836980011285961,0.9887632184782426,0.0,0.02049664958612534,3910191.0909718713,5587077.726684637,1914902.6863730866,4419814.541789028,567042.9291953136,1900633.2740220884,743181.7760061261,1949544.956228327,404592.02652719204,751506.7980924563,2815470.3908858,3760888.800288599,1836078.5990717325,3069020.769168826,564860.5896880884,1094990.831755518,741734.0160355414,1734731.6422143518,402040.26370095613,508087.9662826344,1789627.18604139,2855995.1585505963,1686727.6693266395,2949261.836448111,539748.4343547227,1053603.3242571075,707992.0967903021,1685778.2781413896,372324.6705387325,474223.22834442137,1522328.601891741,2519214.7862558933,1492636.2663129151,2663966.6343526123,483088.5576997959,1016961.3811335601,618114.7439674591,1420804.805663021,307022.46887849394,426720.05647416506,7539910.50907359,14608577.296816537,6360183.859382119,10167720.009709928,5096420.057051787,9018861.825741626,4423190.638750405,8047667.663879252,15.8
