time,chubu_ghi_wm2,chugoku_ghi_wm2,hokkaido_ghi_wm2,hokuriku_ghi_wm2,kansai_ghi_wm2,kyushu_ghi_wm2,okinawa_ghi_wm2,shikoku_ghi_wm2,tohoku_ghi_wm2,tokyo_ghi_wm2,chubu_cf,chugoku_cf,hokkaido_cf,hokuriku_cf,kansai_cf,kyushu_cf,okinawa_cf,shikoku_cf,tohoku_cf,tokyo_cf
2025-01-01T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003
2025-01-01T08:00,52.3,19.4,32.9,22.3,34.2,20.0,14.8,30.5,42.7,61.9,0.0523,0.0194,0.0329,0.0223,0.0342,0.0200,0.0148,0.0305,0.0427,0.0619
2025-01-01T09:00,201.7,148.6,141.5,113.4,162.1,159.0,88.7,179.4,158.1,204.3,0.2017,0.1486,0.1415,0.1134,0.1621,0.1590,0.0887,0.1794,0.1581,0.2043
2025-01-01T10:00,362.4,287.8,240.4,245.3,303.9,328.6,214.7,346.4,251.4,348.3,0.3624,0.2878,0.2404,0.2453,0.3039,0.3286,0.2147,0.3464,0.2514,0.3483
2025-01-01T11:00,469.6,415.2,298.7,339.1,387.9,466.2,310.9,474.6,363.8,436.6,0.4696,0.4152,0.2987,0.3391,0.3879,0.4662,0.3109,0.4746,0.3638,0.4366
2025-01-01T12:00,497.5,471.8,324.9,360.3,440.5,550.2,366.8,548.8,417.0,480.8,0.4975,0.4718,0.3249,0.3603,0.4405,0.5502,0.3668,0.5487,0.4170,0.4808
2025-01-01T13:00,475.1,496.9,291.7,344.7,442.5,567.2,379.1,559.9,408.4,454.0,0.4751,0.4969,0.2917,0.3447,0.4425,0.5673,0.3791,0.5599,0.4084,0.4540
2025-01-01T14:00,393.7,463.4,217.4,245.3,381.9,525.7,326.8,501.2,328.2,396.2,0.3937,0.4634,0.2174,0.2453,0.3819,0.5257,0.3268,0.5012,0.3282,0.3962
2025-01-01T15:00,283.1,359.1,129.4,110.3,289.1,419.7,271.3,382.8,202.9,284.8,0.2831,0.3591,0.1294,0.1103,0.2891,0.4197,0.2713,0.3827,0.2029,0.2848
2025-01-01T16:00,144.4,205.1,38.5,47.3,168.9,272.3,194.7,238.5,72.0,132.2,0.1444,0.2051,0.0385,0.0473,0.1689,0.2723,0.1947,0.2385,0.0720,0.1322
2025-01-01T17:00,22.3,60.8,0.2,10.9,41.5,107.2,104.2,73.0,3.5,14.7,0.0223,0.0608,0.0002,0.0109,0.0415,0.1072,0.1042,0.0730,0.0035,0.0147
2025-01-01T18:00,0.0,0.2,0.0,0.0,0.0,4.6,19.9,0.4,0.0,0.0,0.0000,0.0002,0.0000,0.0000,0.0000,0.0046,0.0199,0.0004,0.0000,0.0000
2025-01-01T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-01T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003
2025-01-02T08:00,44.5,18.7,31.5,14.4,35.8,16.8,5.0,24.9,31.2,65.6,0.0445,0.0187,0.0315,0.0144,0.0358,0.0168,0.0050,0.0249,0.0312,0.0656
2025-01-02T09:00,173.4,135.5,142.9,66.1,170.8,136.5,39.5,153.4,111.0,215.3,0.1734,0.1355,0.1429,0.0661,0.1708,0.1365,0.0395,0.1534,0.1110,0.2153
2025-01-02T10:00,316.4,283.5,252.3,151.3,321.7,305.9,82.4,328.6,216.5,354.9,0.3164,0.2835,0.2523,0.1513,0.3217,0.3059,0.0824,0.3286,0.2165,0.3549
2025-01-02T11:00,410.5,383.8,332.6,186.9,429.8,440.0,121.3,461.6,280.6,456.5,0.4105,0.3838,0.3326,0.1869,0.4298,0.4400,0.1213,0.4616,0.2806,0.4565
2025-01-02T12:00,439.6,456.5,369.0,179.9,477.9,523.0,156.9,535.0,313.5,497.6,0.4396,0.4565,0.3690,0.1799,0.4779,0.5230,0.1569,0.5350,0.3135,0.4976
2025-01-02T13:00,450.4,445.0,347.0,173.6,454.5,533.4,188.0,548.0,316.2,465.5,0.4504,0.4450,0.3470,0.1736,0.4545,0.5334,0.1880,0.5480,0.3162,0.4655
2025-01-02T14:00,351.6,380.1,277.8,125.4,385.9,502.2,142.6,488.4,262.1,391.9,0.3516,0.3801,0.2778,0.1254,0.3859,0.5022,0.1426,0.4884,0.2621,0.3919
2025-01-02T15:00,253.2,325.5,169.7,98.3,283.9,406.3,125.9,388.1,179.2,259.6,0.2532,0.3255,0.1697,0.0983,0.2839,0.4063,0.1259,0.3881,0.1792,0.2596
2025-01-02T16:00,130.6,197.3,51.0,47.3,165.9,265.9,111.6,238.1,67.7,113.1,0.1306,0.1973,0.0510,0.0473,0.1659,0.2659,0.1116,0.2381,0.0677,0.1131
2025-01-02T17:00,22.1,58.0,0.3,7.4,39.6,104.7,47.9,74.2,3.4,13.2,0.0221,0.0580,0.0003,0.0074,0.0396,0.1047,0.0479,0.0742,0.0034,0.0132
2025-01-02T18:00,0.0,0.3,0.0,0.0,0.0,4.8,8.9,0.5,0.0,0.0,0.0000,0.0003,0.0000,0.0000,0.0000,0.0048,0.0089,0.0005,0.0000,0.0000
2025-01-02T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-02T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
2025-01-03T08:00,45.4,16.5,35.3,20.6,34.2,17.5,9.1,27.1,40.0,39.1,0.0454,0.0165,0.0353,0.0206,0.0342,0.0175,0.0091,0.0271,0.0400,0.0391
2025-01-03T09:00,174.7,123.5,155.3,107.3,158.9,133.9,51.4,158.4,150.9,128.3,0.1747,0.1235,0.1553,0.1073,0.1589,0.1339,0.0514,0.1584,0.1509,0.1283
2025-01-03T10:00,308.2,207.8,284.0,146.4,305.6,278.4,104.1,293.2,254.2,234.4,0.3082,0.2078,0.2840,0.1464,0.3056,0.2784,0.1041,0.2933,0.2542,0.2344
2025-01-03T11:00,422.8,336.2,357.9,203.0,398.6,396.9,141.2,416.0,344.9,323.1,0.4228,0.3362,0.3579,0.2030,0.3986,0.3969,0.1412,0.4160,0.3449,0.3231
2025-01-03T12:00,462.1,426.2,381.0,189.3,446.5,466.8,209.9,464.0,378.6,321.5,0.4621,0.4262,0.3810,0.1893,0.4465,0.4667,0.2099,0.4640,0.3786,0.3215
2025-01-03T13:00,437.9,433.8,359.5,206.6,413.9,490.5,189.4,450.0,372.4,324.4,0.4379,0.4338,0.3595,0.2066,0.4139,0.4905,0.1894,0.4500,0.3724,0.3244
2025-01-03T14:00,346.0,396.2,286.5,191.0,346.0,451.4,171.6,410.4,305.2,264.9,0.3460,0.3962,0.2865,0.1910,0.3460,0.4514,0.1716,0.4104,0.3052,0.2649
2025-01-03T15:00,252.1,316.0,173.7,172.1,270.2,376.2,126.4,312.1,201.8,185.5,0.2521,0.3160,0.1737,0.1721,0.2702,0.3762,0.1264,0.3121,0.2018,0.1855
2025-01-03T16:00,131.6,196.8,51.3,70.0,153.6,257.5,97.4,213.8,74.5,91.6,0.1316,0.1968,0.0513,0.0700,0.1536,0.2575,0.0974,0.2137,0.0745,0.0916
2025-01-03T17:00,23.0,60.8,0.4,16.3,39.9,106.3,44.9,70.9,3.9,12.5,0.0230,0.0608,0.0004,0.0163,0.0399,0.1063,0.0449,0.0709,0.0039,0.0125
2025-01-03T18:00,0.0,0.5,0.0,0.0,0.0,5.5,9.3,0.5,0.0,0.0,0.0000,0.0005,0.0000,0.0000,0.0000,0.0055,0.0093,0.0005,0.0000,0.0000
2025-01-03T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-03T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
2025-01-04T08:00,45.5,13.9,37.2,12.9,33.4,16.0,15.3,26.9,44.6,46.7,0.0455,0.0139,0.0372,0.0129,0.0334,0.0160,0.0153,0.0269,0.0446,0.0467
2025-01-04T09:00,173.1,103.1,161.1,75.7,162.1,124.2,141.8,157.4,163.7,154.8,0.1731,0.1031,0.1611,0.0757,0.1621,0.1242,0.1418,0.1574,0.1637,0.1548
2025-01-04T10:00,322.1,213.6,265.6,200.3,291.0,264.7,303.8,323.4,259.6,331.6,0.3221,0.2136,0.2656,0.2003,0.2910,0.2647,0.3038,0.3234,0.2596,0.3316
2025-01-04T11:00,417.5,282.3,350.2,260.9,404.6,375.2,422.6,442.2,363.6,412.7,0.4175,0.2823,0.3502,0.2609,0.4046,0.3752,0.4226,0.4422,0.3636,0.4127
2025-01-04T12:00,485.4,322.0,378.7,302.7,423.7,437.2,508.9,464.4,406.4,463.1,0.4854,0.3220,0.3787,0.3027,0.4237,0.4373,0.5089,0.4644,0.4064,0.4631
2025-01-04T13:00,470.4,300.9,339.9,309.9,402.3,427.5,557.1,450.8,412.6,477.3,0.4704,0.3009,0.3399,0.3099,0.4023,0.4275,0.5571,0.4507,0.4126,0.4773
2025-01-04T14:00,408.2,275.7,260.2,285.0,322.2,390.5,547.0,363.5,346.1,402.6,0.4082,0.2757,0.2602,0.2850,0.3222,0.3905,0.5470,0.3635,0.3461,0.4026
2025-01-04T15:00,301.6,217.7,160.8,218.9,237.4,318.0,456.8,276.1,234.9,283.8,0.3016,0.2177,0.1608,0.2189,0.2374,0.3180,0.4568,0.2761,0.2349,0.2838
2025-01-04T16:00,148.4,133.4,50.4,115.1,131.5,201.9,351.5,183.5,99.9,136.1,0.1484,0.1334,0.0504,0.1151,0.1315,0.2019,0.3515,0.1835,0.0999,0.1361
2025-01-04T17:00,27.1,44.8,0.5,17.4,34.1,84.0,199.3,63.8,6.5,16.8,0.0271,0.0448,0.0005,0.0174,0.0341,0.0840,0.1993,0.0638,0.0065,0.0168
2025-01-04T18:00,0.0,0.5,0.0,0.0,0.0,4.5,42.2,0.6,0.0,0.0,0.0000,0.0005,0.0000,0.0000,0.0000,0.0045,0.0422,0.0006,0.0000,0.0000
2025-01-04T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
2025-01-04T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-04T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003
2025-01-05T08:00,52.7,15.9,30.5,22.4,36.9,16.5,17.0,26.5,38.1,64.8,0.0527,0.0159,0.0305,0.0224,0.0369,0.0165,0.0170,0.0265,0.0381,0.0648
2025-01-05T09:00,208.7,104.9,128.4,103.1,175.6,128.7,131.0,155.2,139.5,213.3,0.2087,0.1049,0.1284,0.1031,0.1756,0.1287,0.1310,0.1552,0.1395,0.2133
2025-01-05T10:00,355.8,186.6,207.2,159.3,323.6,252.7,297.3,298.6,247.0,356.5,0.3558,0.1866,0.2072,0.1593,0.3236,0.2527,0.2973,0.2986,0.2470,0.3565
2025-01-05T11:00,450.8,252.5,261.0,252.3,388.4,344.5,424.2,398.9,307.0,453.1,0.4508,0.2525,0.2610,0.2523,0.3884,0.3445,0.4242,0.3989,0.3070,0.4531
2025-01-05T12:00,473.6,300.9,279.0,228.9,414.2,416.5,483.5,447.6,327.8,488.7,0.4736,0.3009,0.2790,0.2289,0.4142,0.4165,0.4835,0.4476,0.3278,0.4887
2025-01-05T13:00,428.1,357.9,276.1,193.0,437.6,423.2,518.5,469.4,291.8,462.1,0.4281,0.3579,0.2761,0.1930,0.4376,0.4232,0.5185,0.4694,0.2918,0.4621
2025-01-05T14:00,341.8,282.5,230.9,187.7,414.6,377.5,505.4,401.8,213.2,386.4,0.3418,0.2825,0.2309,0.1877,0.4146,0.3775,0.5054,0.4017,0.2132,0.3864
2025-01-05T15:00,267.0,212.0,148.0,184.9,324.7,305.8,404.8,264.9,145.7,248.3,0.2670,0.2120,0.1480,0.1849,0.3247,0.3058,0.4048,0.2649,0.1457,0.2483
2025-01-05T16:00,153.9,112.8,46.5,110.4,176.9,199.0,236.1,143.4,56.4,125.2,0.1539,0.1128,0.0465,0.1104,0.1769,0.1990,0.2361,0.1434,0.0564,0.1252
2025-01-05T17:00,29.6,44.4,0.5,21.9,37.5,80.6,117.0,52.8,4.2,18.3,0.0296,0.0444,0.0005,0.0219,0.0375,0.0806,0.1170,0.0527,0.0042,0.0183
2025-01-05T18:00,0.0,0.4,0.0,0.0,0.0,4.2,25.8,0.6,0.0,0.0,0.0000,0.0004,0.0000,0.0000,0.0000,0.0043,0.0258,0.0006,0.0000,0.0000
2025-01-05T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
2025-01-05T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-05T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-01-06T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
2025-01-06T08:00,24.0,4.4,16.8,20.9,5.9,11.0,13.7,5.0,46.1,45.9,0.0240,0.0044,0.0168,0.0209,0.0059,0.0110,0.0137,0.0050,0.0461,0.0459
2025-01-06T09:00,72.9,31.8,65.9,63.0,31.2,113.1,128.2,30.5,168.5,163.7,0.0729,0.0318,0.0659,0.0630,0.0312,0.1131,0.1282,0.0305,0.1685,0.1637
2025-01-06T10:00,100.1,54.8,105.4,97.7,40.2,207.1,218.6,74.8,251.8,211.7,0.1001,0.0548,0.1054,0.0977,0.0402,0.2071,0.2186,0.0747,0.2518,0.2117
2025-01-06T11:00,125.6,76.2,146.4,97.7,60.1,311.0,371.3,154.0,316.0,189.6,0.1256,0.0762,0.1464,0.0977,0.0601,0.3110,0.3713,0.1540,0.3160,0.1896
2025-01-06T12:00,117.2,110.5,159.3,86.6,83.3,408.7,467.2,217.5,324.6,203.1,0.1172,0.1105,0.1593,0.0866,0.0833,0.4087,0.4672,0.2175,0.3246,0.2031
2025-01-06T13:00,120.5,159.0,139.9,72.3,67.4,443.2,571.9,242.5,266.0,189.1,0.1205,0.1590,0.1399,0.0723,0.0674,0.4432,0.5719,0.2425,0.2660,0.1891
2025-01-06T14:00,108.3,195.9,116.0,55.6,60.1,430.5,582.1,318.1,161.2,132.4,0.1083,0.1959,0.1160,0.0556,0.0601,0.4305,0.5821,0.3181,0.1612,0.1324
2025-01-06T15:00,48.4,174.2,68.9,36.6,53.8,346.6,514.6,278.9,90.2,108.2,0.0484,0.1742,0.0689,0.0366,0.0538,0.3466,0.5146,0.2789,0.0902,0.1082
